disaster_id,disaster_type,disaster_subtype,country,region,location,lat,lng
166,Flood,Riverine flood,Algeria,Africa,"Bab el oued, Oued Koriche, Bologhine, Rais Hamidou, Bains Romains, Ain Benian, Bouzareah, Dely Brahim, El Biar, Casbah, Alger districts (Alger province), Djinet, Zemmouri districts (Boumerdes province), El Marsa, Moussadek, Heranfa, Tenes, Sidi Abderrahmane, Dahra, Talassa, Bouzghaia, Taougrit, Tadjena, Breira, Oued Goussine, Sidi Akkache, Zeboudja, Abou El Hassan districts (Chlef province), El Mamounia, Ain Fares, El Goumri, Bouhnifia, El Gaada, Bouhani, Sidi Abdeldjabar, Oued El Abtal, Gherrous, Sidi Abdelmoumen, Ain Frass districts (Mascara province), Sidi Bellater, Mostaganem, Ain Nouissi, Forkala, El Hassaine, Ain Boudinar, Kheireddine, Seyada, Sidi Lakhdar, Achacha, Sour districts (Mostaganen province), Sidi Chahmi, Azrew, Gdyel, Bettioua, Mers El Hadjadj, Oued Tlilat, El Braya, Ain Turk, El Ancer, Mers El Kebir districts (Oran province), Hamri, Sidi Khettab, Bellasel, Ouarizane, Ouled Sidi Mihoub,El Matmar districts (Relizane province), Saida, Ain Hadjer, El Hassasna, Oued Khaled, Ain Skhouna districts (Saida province), Sidi Ghiles, Damous, Aghbal, Beni Melik districts (Tipaza province), Tigzirt, Azzefoun, Mezrana, Akkerou, Iflicen, Ait Chaffa, Aghrib districts (Tizi Ouzou province), Tlemcen, Sebdou, El Ghazaouet, Sidi Djilali, Beni Senous, Terni, Ben Sekrane, Maghnia, Ain Ghouraba, Ain Tounane-Souahlia, Ain Talout districts (Tlemcen province), Ain-Defla province",36.849472,-2.434868
167,Flood,Riverine flood,Algeria,Africa,"Hamma, Boutaleb districts (Setif province), Batna, Biskra provinces",35.533979,6.09041
168,Flood,Riverine flood,Algeria,Africa,"Tizi Ouzou, Bejaia, Annaba, Blida, Constantine",36.713784,4.049392
169,Flood,Flood (General),Algeria,Africa,"Relizane, Saida, Oran, Annaba provinces",35.703275,-0.649298
170,Earthquake,Ground movement,Algeria,Africa,"Alger, Boumerdes provinces",36.777397,3.059395
171,Flood,Riverine flood,Algeria,Africa,"M'Sila, Biskra, Laghouat provinces",33.806352,2.880862
172,Flood,Flash flood,Algeria,Africa,"Adherdhi, Amsel villages (Tamanrasset district, Tamanrasset province)",22.790482,5.51965
173,Earthquake,Ground movement,Algeria,Africa,Mila province,36.451941,6.262331
174,Earthquake,Ground movement,Algeria,Africa,"Alger, Boumerdes provinces",36.777397,3.059395
175,Flood,Flash flood,Algeria,Africa,"Sidi Bel Abbes district (Sidi Bel Abbes province), Relizane district (Relizane province), El Bayadh district (El Bayadh province), Naama, Tlemcen provinces",36.849472,-2.434868
176,Flood,Riverine flood,Algeria,Africa,"Asla, Ain Sefra districts (Naama province), Saida, Mascara, Tizi Ouzou provinces",32.756794,-0.583538
177,Flood,Flood (General),Algeria,Africa,Alger province,36.737102,3.130966
178,Earthquake,Ground movement,Algeria,Africa,Boumerdes district (Boumerdes province),36.758198,3.473446
179,Flood,Riverine flood,Algeria,Africa,"Illizi, Adrar, Tamanrasset province",27.874634,-0.289057
180,Flood,Riverine flood,Algeria,Africa,"Tsabit, Aoulef districts (Arda province) Ghardaia, Ouargla, Tlemcen, Ain-Temouchent, Oran, Mostaganem, Medea, Alger, Boumerdes, Tizi Ouzou, Bejaia provinces",36.713784,4.049392
181,Flood,Riverine flood,Algeria,Africa,El Bayadh province,33.681782,1.022228
182,Flood,Riverine flood,Algeria,Africa,"Tebessa, Tlemcen, M'Sila, Blida provinces",36.470165,2.828799
183,Flood,Flood (General),Algeria,Africa,"Algiers, Boumerdes, Chlef, Oran, Tizi Ouzou Provinces",36.713784,4.049392
184,Flood,Riverine flood,Algeria,Africa,"Ain Zerga district (Tebessa province), Ouled Aouf, Taxlent districts (Batna province), Telaghma district (Mila province), Dahouara district (Guelma province), Oum El Bouaghi, Khenchela, Souk-Ahras, Medea, Sidi Bel Abbes, Annaba provinces",36.849472,-2.434868
185,Earthquake,Ground movement,Algeria,Africa,"Thenia, Zemmouri, Boumerdes, Dellys, Khemis El Khechna, Bordj Menaiel, Isser districts (Boumerdes province), Reghaia, Rouiba, Bab El Oued, Alger, Casbah, Hamma Anassers districts (Alger province)",36.849472,-2.434868
186,Earthquake,Ground movement,Algeria,Africa,Zemmouri district (Boumerdes province),36.785053,3.600869
187,Flood,Riverine flood,Algeria,Africa,"Bab El Oued, Bologhine Ibn Ziri, Bains Romains, Rais Hamidou, Bouzareah, Tassala El Merdja districts (Alger province), Bou Ismail district (Tipaza province), Dellys, Sidi Daoud districts (Boumerdes province), Oran district (Oran province), Tizi Ouzou, Blida provinces",36.849472,-2.434868
188,Flood,Riverine flood,Algeria,Africa,"Skikda, Boumerdes, Tizi Ouzou provinces",36.713036,4.048596
189,Flood,Flash flood,Algeria,Africa,"Tiaret, El-Bayadh",33.847683,1.164985
190,Flood,Flash flood,Algeria,Africa,Ghardaia province,32.485855,3.677104
191,Flood,Flash flood,Algeria,Africa,"M'Sila, Ain-Defla, Tiaret, Tissemsilt, Chlef, Medea, Blida, Tipaza, Alger, Boumerdes, Tizi Ouzou, Bouira, Bejaia, Jijel, Bordj Bou Arrer, Setif, Khenchela, Tebessa, Djelfa province",36.849472,-2.434868
192,Flood,Riverine flood,Algeria,Africa,"Ech Chaiba, Ouled Djellal districts (Biskra province)",34.840252,4.923194
193,Flood,Coastal flood,Algeria,Africa,Mostaganem province,35.896709,0.075111
194,Flood,Flash flood,Algeria,Africa,M'Sila province,35.708755,4.537155
195,Flood,Flood (General),Algeria,Africa,Djanet district (Illizi province),26.504191,8.479926
196,Flood,Riverine flood,Algeria,Africa,"Adrar, Laghouat, Oran, Ghardaia, Biskra provinces",27.873381,-0.287488
197,Flood,Riverine flood,Algeria,Africa,"Reggane district (Adrar province), Hidoussa district (Batna province), Tamanrasset province",26.718319,0.174218
198,Flood,Flash flood,American Samoa,Oceania,"Pago pago, Fagatogo areas (Administrative unit not available province)",-14.275429,-170.704779
199,Earthquake,Tsunami,American Samoa,Oceania,"Pago Pago, Tula villages",-14.275429,-170.704779
200,Epidemic,Bacterial disease,Angola,Africa,"Bie, Lunda Sul, Benguela",-9.65893,20.398112
201,Flood,Flood (General),Angola,Africa,"Benguela, Luanda, Huíla, Zaire Provinces",-6.26782,14.241796
202,Flood,Flood (General),Angola,Africa,"Luanda, Huambo, Bie, Malanje and Kwanza Norte provinces",-8.81668,13.235822
203,Epidemic,Bacterial disease,Angola,Africa,"Balombo municipality (Benguela province), Cunene, Lunda Sul and Cuando Cubango provinces",-12.355411,14.769926
204,Epidemic,Viral disease,Angola,Africa,"Uige, Luanda, Cabinda, Malange, Kuanza Norte, Kuanza Sul, Malanje, Zaire provinces",-8.82727,13.243951
205,Epidemic,Bacterial disease,Angola,Africa,"Luanda, Bengo, Kwanza Norte, Benguela , Huambo, Malanje, Namibe, Bie, Huila, Kwanza Sul, Uige, Zaire, Lunda-Norte, Cabinda, Namibe, Kuando Kubango provinces",-34.710758,-58.61067
206,Epidemic,Bacterial disease,Angola,Africa,"Huila, Uige provinces",-7.611732,15.056352
207,Epidemic,Bacterial disease,Angola,Africa,"Luanda, Cabinda, Benguela, Kwanza Norte, Bengo, Huambo, Malanje, Zaire, Huila, Kuanza Sul, Bié, Uige, Luanda-Norte, Namibe, Kuando Kubango provinces",-34.710758,-58.61067
208,Epidemic,Infectious disease (General),Angola,Africa,Cacuaco municipality,-8.775919,13.368837
209,Epidemic,Bacterial disease,Angola,Africa,"Uige, Luanda, Kwanza Norte, Malanje, Kwanza Sul, Huila, Cunene",-8.81668,13.235822
210,Epidemic,Bacterial disease,Angola,Africa,"Okanguati, Opuwo areas (Cunene province)",-17.070523,15.728012
211,Flood,Flash flood,Angola,Africa,"Lubango city (Lubango district, Huila province)",-14.919562,13.489751
212,Epidemic,Bacterial disease,Angola,Africa,"Sumbe, Porto Amboim, Mussende district",-10.72873,13.75609
213,Flood,Flash flood,Angola,Africa,"Cazenga, Cacuaco, Viana, Kilamba Kiaxi (Luanda Province)",-8.835559,13.295115
214,Flood,Riverine flood,Angola,Africa,Luanda district (Luand province),-8.81668,13.235822
215,Flood,Flash flood,Angola,Africa,"Viana, Cacuaco, Belas (Viana), Cazenga and urban districts of Ingombota, Kilamba Kiaxi, Rangel, Maianga (Luanda), Ceramina, Mateba, Paraiso, Augusto Ngangula municiplalities",-34.710758,-58.61067
216,Flood,Flash flood,Angola,Africa,"Kilamba Kiaxi, Talatona Municipalities (Viana, Luanda province); Huila, Malanje, Uige Provinces",-8.9181,13.190835
217,Epidemic,Bacterial disease,Angola,Africa,Papelao (Uige province),-7.611732,15.056352
218,Epidemic,Bacterial disease,Angola,Africa,"Cacuaco (Luanda province); Bengo; Icolo e Bengo, Cuanza Norte, Cuanza Sul, Uige, Zaire",-8.775919,13.368837
219,Drought,Drought,Angola,Africa,,-19.96008,-44.2014
220,Flood,Flash flood,Angola,Africa,"Luanda, Cuando Cubango, Cuanza Norte",-9.298483,14.914498
221,Flood,Flash flood,Angola,Africa,"Luanda, Luanda Sul, Luanda Norte, Bié, Benguela, Huambo, Cuanza Norte, Cuanza Sul, Malanje, Namibe, Uíge, Zaire provinces",-11.201936,13.839685
222,Flood,Flood (General),Angola,Africa,"Cuanza Sul, Malanje, Lunda Sul, and Cunene Provinces",-11.201936,13.839685
223,Flood,Riverine flood,Angola,Africa,"Dombre Grande village (Baia Farta district, Benguela province), Massangano village (Cambambe district, Kuanza Norte province)",-12.612869,13.198763
224,Flood,Riverine flood,Angola,Africa,"Catata, Calenga villages (Caala district, Huambo province)",-12.850254,15.466531
225,Flood,Riverine flood,Angola,Africa,"Kuanza Norte, Uige, Zaire, Malanje, Bengo, Huambo, Benguela, Bie, Cuando Cubango provinces",-14.661071,17.682034
226,Flood,Riverine flood,Angola,Africa,"Huila, Benguela provinces",-12.579005,13.403712
227,Flood,Riverine flood,Angola,Africa,"Luanda, Cacuaco districts (Luanda province), Huambo, Bengo, Benguela, Lunda Norte provinces",-8.81668,13.235822
228,Flood,Riverine flood,Angola,Africa,"Menongue, Missombo, Caiundo villages (Menongue district, Cuando Cubango province), Cuangar, Savate villages (Cuangar district, Cuando Cubango province), Dirico, Mucusso villages (Dirico district, Cuando Cubango province), Calai, Nankova, Rivungo, Mavinga, Cuito Cuanavale districts (Cuando Cubango province), Namibe, Huila, Cunene provinces",-34.710758,-58.61067
229,Flood,Riverine flood,Angola,Africa,"Cunene, Uige, Huambo, Benguela, Moxico, Cuando Cubango,Namibe, Lunda Sul, Lunda Norte, Malanje, Luanda, Zaire provinces",-7.381086,20.833799
230,Flood,Riverine flood,Angola,Africa,Uige province,14.78574,74.31333
231,Flood,Flood (General),Angola,Africa,Luanda province,-8.82727,13.243951
232,Flood,Flood (General),Angola,Africa,"Caxito village (Dande district, Bengo province)",-8.58275,13.660079
233,Flood,Flood (General),Angola,Africa,Ganda district (Benguela province),-13.018097,14.631066
234,Flood,Riverine flood,Angola,Africa,"Luanda, Luanda Norte, Malanje provinces",-7.381086,20.833799
235,Flood,Riverine flood,Angola,Africa,"Dondo town (Cambambe district, Kuanza Norte province)",-9.685568,14.420132
236,Flood,Riverine flood,Angola,Africa,"Cuando Cubango, Huambo, Malanje, Moxico provinces",-14.661071,17.682034
237,Flood,Riverine flood,Angola,Africa,Luanda province,-8.82727,13.243951
238,Flood,Riverine flood,Angola,Africa,Cuangar district (Cuando Cubango province),-17.609211,18.621775
239,Flood,Flash flood,Angola,Africa,"Belas city (Viana district, Luanda province), Cacuaco district (Luanda province), Lobito district (Benguela province)",-8.994691,13.264871
240,Epidemic,Viral disease,Angola,Africa,"Cabinda, Cuanza Sul, Huambo, Huila, Uige, Bengo, Benguela, Bie, Cuando Cubango, Luanda Norte, Cunene, Luanda, Lunda Norte, Lunda Sul, Malanje, Moxico, Namibe, Zaire provinces",-34.710758,-58.61067
241,Drought,Drought,Angola,Africa,"Seven provinces in the South (Cunene, Huila, Namibe, Benguela, Cuando Cubango, Cuanza Sul and Huambo)",-11.201936,13.839685
242,Flood,Flash flood,Angola,Africa,"Viana, Cacuaco, Talatona, Belas districts and Luanda City Capital",-8.9181,13.190835
243,Flood,Flood (General),Angola,Africa,Porto Amboim district (Cuanza Sul province),-10.72873,13.75609
244,Drought,Drought,Angola,Africa,Cuanza Sul province,-11.201936,13.839685
245,Flood,Riverine flood,Angola,Africa,Uige province,14.78574,74.31333
246,Flood,Riverine flood,Angola,Africa,"Cuando Cubango, Moxico provinces",-9.147281,18.043102
247,Flood,Riverine flood,Angola,Africa,"Primeiro de Maio, Quatro de Fevereiro, Terra Nova, Bata Manga, Chimbayanga cillages (Buco-zau district, Cabinda province)",-5.557643,12.191947
248,Flood,Riverine flood,Angola,Africa,"Mupa area (Cuvelai district, Cunene province), Evale, Ondjiva area (Cuanhama district, Cunene province), Luanda, Cacuaco districts (Luanda province), Caimbambo district (Benguela province), Moxico province",-34.710758,-58.61067
249,Flood,Riverine flood,Angola,Africa,Ebo district (Cuanza Sul province),-11.049624,14.719464
250,Flood,Riverine flood,Angola,Africa,"Luanda, Uige, Huambo, Bie, Zaire, Moxico, Lunda Sul provinces",-9.65893,20.398112
251,Drought,Drought,Angola,Africa,"Bengo, Cuanza Sul, Benguela, Huila, Namibe, Cunene, Moxico, Bie, Huambo, Zaire, Kuando Kubango provinces",-11.201936,13.839685
252,Flood,Flash flood,Angola,Africa,"Bengo, Cabinda, Cuanza Sul, Kuanza Norte, Luanda, Lunda Norte, Lunda Sul, Malanje, Uige, Zaire provinces",-11.201936,13.839685
253,Flood,Riverine flood,Angola,Africa,"Cazenga, Samba, Sambizanga boroughs (Luanda district, Luanda province), Cacuaco, Viana districts (Luand province)",-8.803744,13.271506
254,Flood,Flash flood,Angola,Africa,"Sumbe district (Cuanza Sul province), Cacolo, Dala, Saurimo districts (Lunda Sul province)",-11.200988,13.839026
255,Flood,Flood (General),Angola,Africa,"Cuanza Sul, Lunda Sul provinces",-11.201936,13.839685
256,Flood,Flash flood,Angola,Africa,Luanda province,-8.82727,13.243951
257,Flood,Flash flood,Angola,Africa,"Cangadala, Cambundi-Catembo, Quirima (Malanje province); Luanda province",-10.08252,17.558342
258,Drought,Drought,Angola,Africa,"Cunene, Huila, Namibe, Cuanza Sul, Benguela, Huambo",-11.201936,13.839685
259,Flood,Flood (General),Angola,Africa,"Luanda, Namibe, Lunda Norte, Lunda Sul, Malanje, Cuanza Norte and Moxico",-7.381086,20.833799
260,Flood,Riverine flood,Angola,Africa,"Mukolongondjo, Mupa, Kalonga Kubati villages (Cuvelai district, Cunene province), Onjiva, Evale, Mongua, Nehone, Chimpolo villages (Cuanhama district, Cunene province), Namacunde, Sgiede villages (Namacunde district, Cunene province), Xangongo village (Ombadja district, Cunene province), Cahama district (Cunene province), Moxico, Cuando Cubango, Malanje, Bie, Lunda Sul, Uige provinces",-34.710758,-58.61067
261,Drought,Drought,Angola,Africa,"Cunene, Cuanza-Sul provinces",-11.201936,13.839685
262,Flood,Riverine flood,Angola,Africa,"Xangongo village (Ombadja district, Cunene province), Onjiva village (Cuanhama district, Cunene province), Luacho, Senje, Muhaningo, Seco, Dombre-Grande, Canto villages (Baia Farta district, Benguela province), Namibe city, Macala, Lucira villages (Namibe district, Namibe province), Bibala, Camacuio districts (Namibe province), Lubango, Quipungo, Caluquembe districts (Huila province), Namacunde district (Cunene province), Luanda district (Luanda province), Bengo province",-34.710758,-58.61067
263,Flood,Flood (General),Argentina,Americas,Bahia Blanca city area (Buenos Aires province),-38.718796,-62.265682
264,Drought,Drought,Argentina,Americas,"San Martín, Rivadavia, Oran departments (Salta province)",-24.183428,-62.883625
265,Earthquake,Ground movement,Argentina,Americas,"Aminga, Anillaco, Agua Blanca, Chuquis towns (Castro Barros district, La Rioja Provinve)",-30.578196,-65.72692
266,Epidemic,Viral disease,Argentina,Americas,"Salta, Catamarca, Jujuy, Tucuman (Chaco province); Buenos Aires province, Corrientes, Jujuy, Sante Fe",-34.92068,-57.953764
267,Flood,Flood (General),Argentina,Americas,Corrientes,-27.465242,-58.837837
268,Flood,Flood (General),Argentina,Americas,Corrientes and Entre Ríos,-30.746621,-57.983683
269,Flood,Flood (General),Argentina,Americas,"Canada de Gomez city (Iriondo disctrict, Santa Fe province)",-32.819096,-61.394753
270,Flood,Flood (General),Argentina,Americas,Buenos Aires province,-34.92068,-57.953764
271,Flood,Riverine flood,Argentina,Americas,"Buenos Aires, Cordoba, La Pampa, Santa Fe provinces",-36.62035,-64.290576
272,Flood,Riverine flood,Argentina,Americas,"Buenos Aires, Chubut, Entre Rios, Rio Negro, Santa Fe provinces",-42.06657,-71.21365
273,Flood,Riverine flood,Argentina,Americas,"Santa Fe City (La Capital district, Santa Fe province), Garay, General Obligado, Las Colonias, San Cristobal, San Javier, San Justo, San Martin, Vera districts (Santa Fe province)",-31.77448,-60.83842
274,Flood,Riverine flood,Argentina,Americas,"Rio Negro, Chubut, Neuquen provinces",-38.842916,-68.127464
275,Flood,Riverine flood,Argentina,Americas,"Chaco, Corrientes, Entre Rios, Formosa, Salta, Santa Fe provinces",-31.618695,-60.701956
276,Flood,Riverine flood,Argentina,Americas,"San Antonio de Areco, Pergamino, Salto districts (Buenos Aires province)",-34.651281,-58.393852
277,Flood,Flood (General),Argentina,Americas,"Buenos Aires D.f., Buenos Aires provinces",-34.92068,-57.953764
278,Flood,Flood (General),Argentina,Americas,"Comodoro Rivadavia (Escalante - Patagonia); Santa Rosa (Canuelas-Buenos Aires); Jujuy, Salta, Tucumán, Santiago del Estero, Catamarca, San Juan, Mendoza, Córdoba, Formosa, Misiones, Santa Fe, La Pampa, Chubut, Santa Cruz provinces",-31.77448,-60.83842
279,Flood,Riverine flood,Argentina,Americas,"Catamarca, Cordoba, Jujuy, La Rioja, Santiago del Estero, Salta,Tucuman provinces",-27.787715,-64.259506
280,Flood,Flood (General),Argentina,Americas,"Adolfo Alsina, Avellaneda, Conesa, El Cuy, General Roca, Pichi Mahuida districts (Rio Negro province)",-39.032193,-67.594016
281,Drought,Drought,Argentina,Americas,"Buenos Aires, Buenos Aires D.f., Entre Rios, Santa Fe provinces",-34.607568,-58.437089
282,Flood,Riverine flood,Argentina,Americas,Chaco province,-27.451123,-58.98652
283,Flood,Flood (General),Argentina,Americas,"Salta, Jujuy, Formosa provinces",-26.190917,-58.17363
284,Drought,Drought,Argentina,Americas,"Río Negro, La Pampa, Córdoba, Buenos Aires, Entre Ríos, Santa Fe, Corrientes, Chaco, Formosa, Santiago del Estero provinces",-27.787715,-64.259506
285,Flood,Riverine flood,Argentina,Americas,"Neuquen, Rio Negro, Cordoba, Santa Fe, Entre Rios, Catamarca, Santiago del Estero provinces",-27.78901,-64.26073
286,Flood,Riverine flood,Argentina,Americas,"Cordoba, San Luis, Santiago del Estero, Catamarca, Santa Fe, Chaco, Corrientes, Salta, Tucuman provinces",-27.787715,-64.259506
287,Flood,Riverine flood,Argentina,Americas,"Santos Lugares municipality (Tres de Febrero district, Buenos Aires district), Mar del Plata city (General Pueyrredon district, Buenos Aires district) Lujan, San Antonio de Areco, Campana, Salto, Chacabuco, Chivilcoy, Pilar, Quilmes, La Plata, Berisso, Zarate, Mercedes, San Andres de Giles, Pergamino, Junin, Pila, Arrecifes districts (Buenos Aires province), Venado Tuerto city (General Lopez district, Santa Fe province)",-31.77448,-60.83842
