"countrycode","year","cluster","requirements","funding","percentfunded"
"IRQ","2017","RRM","18000000","5439938","30"
"IRQ","2017","Shelter - NFI","175313707","86357233","49"
"IRQ","2017","WASH","139208327","91111825","65"
"IRQ","2016","CCCM","14531916","3452068","24"
"IRQ","2016","Coordination and Common Services","19488139","15218024","78"
"IRQ","2016","ETC","1460504","600000","41"
"IRQ","2016","Education","82720392","22589027","27"
"IRQ","2016","Emergency Livelihoods-Social Cohesion","26528055","5643140","21"
"IRQ","2016","Food Security","238902522","111598849","47"
"IRQ","2016","Health","83739344","66270966","79"
"IRQ","2016","Logistics","2367150","2400000","101"
"IRQ","2016","Multi-Purpose Cash Assistance","38544827","18415658","48"
"IRQ","2016","Protection","70209079","56066215","80"
"IRQ","2016","RRM","21758260","17288740","79"
"IRQ","2016","Shelter-NFI","179624301","86386547","48"
"IRQ","2016","WASH","80670254","63205185","78"
"IRQ","2016","CCCM","10000000","982483","10"
"IRQ","2016","Common Services and Coordination","500000","341533","68"
"IRQ","2016","Education","10000000","3777887","38"
"IRQ","2016","Food Assistance","50000000","29054887","58"
"IRQ","2016","Health","35000000","27846773","80"
"IRQ","2016","Protection","25000000","2842457","11"
"IRQ","2016","Rapid Response Mechanism","2000000","500000","25"
"IRQ","2016","Shelter and NFI","110000000","20078036","18"
"IRQ","2016","WASH","35000000","26549036","76"
"IRQ","2015","CAMP COORDINATION AND CAMP MANAGEMENT (CCCM)","5009539","1108439","22"
"IRQ","2015","COORDINATION AND SUPPORT SERVICES","9507440","7556042","79"
"IRQ","2015","EDUCATION","67503583","11359087","17"
"IRQ","2015","EMERGENCY TELECOMMUNICATIONS","500267","2005140","401"
"IRQ","2015","FOOD SECURITY","249336332","172020051","69"
"IRQ","2015","HEALTH","60892875","28992565","48"
"IRQ","2015","LOGISTICS","3840013","3154540","82"
"IRQ","2015","Multi-purpose Cash Assistance","4999999","5925862","119"
"IRQ","2015","PROTECTION","78355662","27113947","35"
"IRQ","2015","RAPID RESPONSE MECHANISM","11999998","11493385","96"
"IRQ","2015","SHELTER/NFI","150142710","79540127","53"
"IRQ","2015","SOCIAL COHESION AND SUSTAINABLE LIVELIHOODS","9832402","5665760","58"
"IRQ","2015","WASH","52164934","28061551","54"
"IRQ","2014","CAMP COORDINATION AND CAMP MANAGEMENT (CCCM)","12340197","268817","2"
"IRQ","2014","COORDINATION AND SUPPORT SERVICES","3706576","4657624","126"
"IRQ","2014","EDUCATION","39864254","22770656","57"
"IRQ","2014","EMERGENCY TELECOMMUNICATIONS","1010639","763159","76"
"IRQ","2014","FOOD SECURITY","157670413","221753437","141"
"IRQ","2014","HEALTH","127393367","96459714","76"
"IRQ","2014","LOGISTICS","3206860","2372189","74"
"IRQ","2014","PROTECTION","101180963","71846019","71"
"IRQ","2014","SHELTER/NFI","570431335","188942263","33"
"IRQ","2014","SOCIAL COHESION AND SUSTAINABLE LIVELIHOODS","22857853","8926800","39"
"IRQ","2014","WASH","73614325","43676411","59"
"IRQ","2010","Agriculture and Food Security Sector Outcome Team","94522576","20744696","22"
"IRQ","2010","Coordination and Support Services","5267084","5486067","104"
"IRQ","2010","Education Sector Outcome Team","17086781","2575640","15"
"IRQ","2010","Health and Nutrition Sector Outcome Team","16474974","7609927","46"
"IRQ","2010","Protection Sector Outcome Team","20438125","2716658","13"
"IRQ","2010","Shelter Sector Outcome Team","12809078","1508287","12"
"IRQ","2010","Water, Sanitation and Hygiene Sector Outcome Team","21126495","3648670","17"
"IRQ","2008","AGRICULTURE / FOOD SECURITY SECTOR OUTCOME TEAM","8097880","1364780","17"
"IRQ","2008","COORDINATION AND SUPPORT SERVICES SECTOR OUTCOME TEAM","7086360","7405202","104"
"IRQ","2008","EDUCATION SECTOR OUTCOME TEAM","19790238","4546269","23"
"IRQ","2008","FOOD SECTOR OUTCOME TEAM","98951283","83363651","84"
"IRQ","2008","HEALTH AND NUTRITION SECTOR OUTCOME TEAM","32971414","19600219","59"
"IRQ","2008","HOUSING  / SHELTER SECTOR OUTCOME TEAM","39727155","25694931","65"
"IRQ","2008","PROTECTION / HUMAN RIGHTS / RULE OF LAW SECTOR OUTCOME TEAM ","25989158","17750737","68"
"IRQ","2008","SECTOR OUTCOME TEAM NOT YET SPECIFIED ","20000000","69990529","350"
"IRQ","2008","WATER AND SANITATION SECTOR OUTCOME TEAM","21640233","15664672","72"
"JOR","2020","Health COVID-19","52045731","320251","1"
"JOR","2020","Multi-sector COVID-19","200000","2148882","1074"
"KEN","2023","Coordination and Common Services","2344227","588785","25"
"KEN","2023","Education","63500000","10755131","17"
"KEN","2023","Food Security and Livelihoods","122336241","97831982","80"
"KEN","2023","Health","60315686","14531075","24"
"KEN","2023","Nutrition","75000000","43369877","58"
"KEN","2023","Protection","32553996","15603371","48"
"KEN","2023","Refugee Response","43000000","139319134","324"
"KEN","2023","Shelter","1000000","639917","64"
"KEN","2023","Water Sanitation and Hygiene (WASH)","51775074","36138604","70"
"KEN","2022","Coordination and Common Services","300000","2673833","891"
"KEN","2022","Education","32500000","3169041","10"
"KEN","2022","Food Security and Livelihoods","100556862","97463959","97"
"KEN","2022","Health","26600000","6647392","25"
"KEN","2022","Multisector","3652480","8395738","230"
"KEN","2022","Nutrition","66194668","43626100","66"
"KEN","2022","Protection","14023035","4558593","33"
"KEN","2022","Water Sanitation and Hygiene (WASH)","45814542","12906951","28"
"KEN","2021","Education","1531377","1874725","122"
"KEN","2021","Food Security and Livelihoods","29669828","5660510","19"
"KEN","2021","Health","4591413","1961450","43"
"KEN","2021","Multisector","3652480","210011","6"
"KEN","2021","Nutrition","19052927","4873774","26"
"KEN","2021","Protection","1054912","2197682","208"
"KEN","2021","Water Sanitation and Hygiene (WASH)","10158121","6533058","64"
"KEN","2020","Education COVID-19","23741993","2897372","12"
"KEN","2020","Food Security COVID-19","94779832","21216052","22"
"KEN","2020","Health COVID-19","56489308","8352242","15"
"KEN","2020","Multi-sector Cash/Social Protection COVID-19","34545000","1800000","5"
"KEN","2020","Nutrition COVID-19","22615294","0","0"
"KEN","2020","Protection - Child Protection COVID-19","2719250","0","0"
"KEN","2020","WASH COVID-19","11594827","10305986","89"
"KEN","2017","Agriculture and Livelihood","17838699","1640499","9"
"KEN","2017","Coordination","100000","136274","136"
"KEN","2017","Education","1757920","2279646","130"
"KEN","2017","Food Security","38692642","83470390","216"
"KEN","2017","Health","4331819","1627619","38"
"KEN","2017","Nutrition","29751568","41800199","140"
"KEN","2017","Protection","5290500","1240941","23"
"KEN","2017","WASH","17602111","14052201","80"
"KEN","2013","AGRICULTURE AND LIVESTOCK","16653262","3101511","19"
"KEN","2013","COORDINATION","4139814","2665604","64"
"KEN","2013","EARLY RECOVERY","19106845","1218871","6"
"KEN","2013","EDUCATION","3296235","1150000","35"
"KEN","2013","FOOD ASSISTANCE","118731589","126149620","106"
"KEN","2013","HEALTH","8637632","3978150","46"
"KEN","2013","MULTI-SECTOR ASSISTANCE TO REFUGEES","414044165","200602196","48"
"KEN","2013","NUTRITION","35015036","24942675","71"
"KEN","2013","PROTECTION","6433820","2432149","38"
"KEN","2013","SHELTER AND NON-FOOD ITEMS","11097257","1679502","15"
"KEN","2013","WATER, SANITATION AND HYGIENE","26156127","3243751","12"
"KEN","2012","AGRICULTURE AND LIVESTOCK","35477768","9455741","27"
"KEN","2012","COORDINATION","3925199","3430796","87"
"KEN","2012","EARLY RECOVERY","23580953","2818142","12"
"KEN","2012","EDUCATION","5045934","2459169","49"
"KEN","2012","FOOD AID","243088222","228651429","94"
"KEN","2012","HEALTH","9071512","5847041","64"
"KEN","2012","MULTI-SECTOR ASSISTANCE TO REFUGEES","406889412","259558062","64"
"KEN","2012","NUTRITION","33633425","17269671","51"
"KEN","2012","PROTECTION","9868047","1746367","18"
"KEN","2012","WATER, SANITATION AND HYGIENE","26227168","6160561","23"
"KEN","2011","AGRICULTURE AND LIVESTOCK","33153036","8101399","24"
"KEN","2011","COORDINATION","2593169","2188590","84"
"KEN","2011","EARLY RECOVERY","8333512","3473754","42"
"KEN","2011","EDUCATION","3199360","518939","16"
"KEN","2011","FOOD AID","217729907","189064814","87"
"KEN","2011","HEALTH","16696699","6069300","36"
"KEN","2011","MULTI-SECTOR ASSISTANCE TO REFUGEES","367629132","257828610","70"
"KEN","2011","NUTRITION","65579127","42672182","65"
"KEN","2011","PROTECTION","9174951","918297","10"
"KEN","2011","WATER, SANITATION AND HYGIENE","17729257","7165273","40"
"KEN","2010","AGRICULTURE AND LIVESTOCK","22461906","6010116","27"
"KEN","2010","COORDINATION ","4411136","3683818","84"
"KEN","2010","EARLY RECOVERY ","16672290","7473332","45"
"KEN","2010","EDUCATION ","3842628","593203","15"
"KEN","2010","FOOD AID","180649609","159179607","88"
"KEN","2010","HEALTH","19511452","7851690","40"
"KEN","2010","MULTI-SECTOR ASSISTANCE FOR REFUGEES","301695134","180580058","60"
"KEN","2010","NUTRITION","28314933","22883379","81"
"KEN","2010","PROTECTION","4341087","1319882","30"
"KEN","2010","SHELTER AND NFI","1021814","449354","44"
"KEN","2010","WATER, SANITATION AND HYGIENE","20622564","8446634","41"
"KEN","2009","Coordination","5700000","4116964","72"
"KEN","2009","Early recovery and food security ","259461","8757411","3375"
"KEN","2009","Food aid ","256599209","257877257","100"
"KEN","2009","Health","677002","4293643","634"
"KEN","2009","Multi-Sector (refugees)","197449750","154999839","79"
"KEN","2009","Nutrition","4947232","13979230","283"
"KEN","2009","Protection","0","4653989",\N
"KEN","2009","Water, sanitation and hygiene","4007285","10889919","272"
"KEN","2008","CAMP COOR. AND CAMP MGMT","11395657","8667757","76"
"KEN","2008","COORDINATION","2527221","1425492","56"
"KEN","2008","EARLY RECOVERY AND FOOD SECURITY","32489273","9581803","29"
"KEN","2008","EDUCATION","5814829","1571403","27"
"KEN","2008","EMERGENCY TELECOMMUNICATIONS","897230","541724","60"
"KEN","2008","FOOD","99969328","86106659","86"
"KEN","2008","HEALTH","7065699","4450474","63"
"KEN","2008","LOGISTICS","636920","453674","71"
"KEN","2008","NUTRITION","5105200","2965696","58"
"KEN","2008","PROTECTION","7723681","4858244","63"
"KEN","2008","SHELTER AND NON-FOOD ITEMS","23544473","10783893","46"
"KEN","2008","WATER, SANITATION & HYGIENE","10398890","4920037","47"
"KEN","2006","FOOD","19276656","28303756","147"
"KEN","2006","HEALTH","5566919","1710840","31"
"KEN","2006","LIVELIHOOD","6600000","2220412","34"
"KEN","2006","NUTRITION","2088500","588500","28"
"KEN","2006","PROTECTION","578690","178690","31"
"KEN","2006","WATER & SANITATION","6623874","1623874","25"
"KGZ","2010","COMMUNITY RESTORATION","6192557","858152","14"
"KGZ","2010","COORDINATION SUPPORT SERVICES","1565106","1961107","125"
"KGZ","2010","EDUCATION","3338747","1301051","39"
"KGZ","2010","FOOD SECURITY AND AGRICULTURE","33148958","23363570","70"
"KGZ","2010","HEALTH","3885616","1517358","39"
"KGZ","2010","LOGISTICS","1384800","687455","50"
"KGZ","2010","PROTECTION","13202917","12447329","94"
"KGZ","2010","SHELTER","22240329","15395766","69"
"KGZ","2010","TELECOMMUNICATIONS","391032","249994","64"
"KGZ","2010","WATER SANITATION AND HYGIENE","2075289","28622","1"
"KGZ","2010","WITHDRAWN PROJECTS","6806501","6809201","100"
"KGZ","2008","Child Protection / Education","714000","307262","43"
"KGZ","2008","Coordination","279298","282298","101"
"KGZ","2008","Food Security ","10900000","7191689","66"
"KGZ","2008","Health ","1319000","54000","4"
"KGZ","2008","Shelter","907668","149122","16"
"KGZ","2008","Water, Sanitation and Hygiene","631815","4815","1"
"LAO","2009","EARLY RECOVERY","900000","125000","14"
"LAO","2009","EDUCATION ","430000","99510","23"
"LAO","2009","FOOD SECURITY","6972122","6910138","99"
"LAO","2009","HEALTH, NUTRITION AND WATER, SANITATION & HYGIENE","2534714","1452432","57"
"LAO","2009","PROTECTION","1020000","558396","55"
"LAO","2009","SHELTER","902000","417942","46"
"LAO","2008","AGRICULTURAL RECOVERY","1600000","495322","31"
"LAO","2008","EARLY RECOVERY","971000","110000","11"
"LAO","2008","EDUCATION","350045","558183","159"
"LAO","2008","FOOD SECURITY","3000000","1593375","53"
"LAO","2008","HEALTH AND NUTRITION","1458718","566399","39"
"LAO","2008","PROTECTION","388724","119724","31"
"LAO","2008","WATER AND SANITATION","1335028","853954","64"
"LBN","2025","Basic Assistance","40000000","32938190","82"
"LBN","2025","Coordination & Common Services","1250000","4622876","370"
"LBN","2025","Education","13900000","19013579","137"
"LBN","2025","Food Security & Agriculture","112000000","34541680","31"
"LBN","2025","Health","46500000","75468519","162"
"LBN","2025","Logistics","4700000","132017","3"
"LBN","2025","Nutrition","6800000","4512026","66"
"LBN","2025","Protection","27000000","20140273","75"
"LBN","2025","Shelter","39325000","1989639","5"
"LBN","2025","Social Stability","14500000","867328","6"
"LBN","2025","Water, Sanitation And Hygiene (WASH)","60000000","24359323","41"
"LBN","2024","Basic Assistance","47000000","17385490","37"
"LBN","2024","Coordination & Common Services","1250000","4790011","383"
"LBN","2024","ETC","200000","200000","100"
"LBN","2024","Education","15400000","22756590","148"
"LBN","2024","Food Security & Agriculture","131000000","143044467","109"
"LBN","2024","Health","40000000","65724048","164"
"LBN","2024","Logistics","10800000","3604484","33"
"LBN","2024","Nutrition","7900000","2455948","31"
"LBN","2024","Protection","41650000","34583855","83"
"LBN","2024","Shelter","44500000","29504320","66"
"LBN","2024","Site Management and Coordination","8400000","1000000","12"
"LBN","2024","Social Stability","28000000","1049077","4"
"LBN","2024","WASH","38400000","15598935","41"
"LBN","2023","Coordination and Common Services","1517357","4514479","298"
"LBN","2023","Education","21912953","14997763","68"
"LBN","2023","Health","67019832","18556201","28"
"LBN","2023","Migrants","12410940","7579006","61"
"LBN","2023","Nutrition","11312911","5730893","51"
"LBN","2023","Protection","37865803","20135007","53"
"LBN","2023","WASH","48163744","9283812","19"
"LBN","2022","CP & GBV","46564944","14648229","31"
"LBN","2022","Education","13033808","12183669","93"
"LBN","2022","Food Security","156129646","134008507","86"
"LBN","2022","Health","111082842","79566228","72"
"LBN","2022","Logistics","1002407","3998359","399"
"LBN","2022","Migrants","9529739","5496522","58"
"LBN","2022","Nutrition","14413109","2137140","15"
"LBN","2022","WASH","26419372","13679000","52"
"LBN","2021","CP & GBV","12471478","6775811","54"
"LBN","2021","Education","13949956","7216681","52"
"LBN","2021","Food Security","48870354","48806128","100"
"LBN","2021","Health","55047158","27478096","50"
"LBN","2021","Logistics","10000000","4496422","45"
"LBN","2021","Migrants","8470261","3315826","39"
"LBN","2021","Nutrition","10586891","3538301","33"
"LBN","2021","WASH","8300808","17747282","214"
"LBN","2020","Education","18472477","16142851","87"
"LBN","2020","Food Security","52562099","51520543","98"
"LBN","2020","Health","33376528","15597791","47"
"LBN","2020","Protection","23943553","3314218","14"
"LBN","2020","Shelter","65418765","38720774","59"
"LBN","2020","WASH","2835720","1152771","41"
"LBN","2020","Pandemic response COVID-19","136500000","53036845","39"
"LBN","2007","COORDINATION AND SECURITY","914286","933331","102"
"LBN","2007","EDUCATION","1895264","1594608","84"
"LBN","2007","FOOD","2542152","1378967","54"
"LBN","2007","HEALTH","1682216","1657975","99"
"LBN","2007","NON-FOOD ITEMS","1989231","1390815","70"
"LBN","2007","OPERATIONAL SUPPORT","371850","508340","137"
"LBN","2007","PROTECTION","327600","342023","104"
"LBN","2007","SHELTER","860250","2645566","308"
"LBN","2007","WATER AND SANITATION","1745620","1798358","103"
"LBR","2020","Food Security COVID-19","20000000","0","0"
"LBR","2020","Health COVID-19","17500000","4324148","25"
"LBR","2020","Protection COVID-19","6000000","0","0"
"LBR","2020","WASH COVID-19","4000000","1000000","25"
"LBR","2012","AGRICULTURE","5709978","400000","7"
